|   nof_acetyl  |     nof_OH    |    nof_COOH   |    nof_NH2    |     nof_SH    |    nof_SO3H   |    nof_PO4    |negCharge/Volume|posCharge/Volume|     C_sp3     |      C_R0     |      C_R1     |      C_R2     | nof_negCharge | nof_posCharge |   Complexity  |   nof_Rings   |molCharge_total|    nof_HBD    |    nof_HBA    |    PSA/Area   |     molPSA    |    molLogS    |    molLogP    |   molVolume   |
|      0.0      |      0.0      |      1.0      |      0.0      |      0.0      |      0.0      |      0.0      |  -0.007295755 |      0.0      |      0.0      |      3.0      |      0.0      |      0.0      |      -1.0     |      0.0      |     156.0     |      1.0      |      -1.0     |      2.0      |      4.0      |  0.348669041  |    50.4158    |    -1.45817   |    0.442696   |    137.066    |
|      1.0      |      0.0      |      1.0      |      0.0      |      0.0      |      0.0      |      0.0      |  -0.005568208 |      0.0      |      6.0      |      8.0      |      0.0      |      0.0      |      -1.0     |      0.0      |     179.0     |      0.0      |      -1.0     |      2.0      |      5.0      |  0.241264059  |    52.8542    |    -1.29562   |    0.744114   |    179.591    |
|      0.0      |      0.0      |      2.0      |      1.0      |      0.0      |      0.0      |      0.0      |  -0.006725311 |  0.003362656  |      7.0      |      11.0     |      0.0      |      0.0      |      -2.0     |      1.0      |     403.0     |      0.0      |      -1.0     |      6.0      |      12.0     |  0.368666661  |    126.877    |    -1.49039   |    -3.54785   |    297.384    |
|      0.0      |      6.0      |      0.0      |      0.0      |      0.0      |      0.0      |      0.0      |      0.0      |      0.0      |      6.0      |      7.0      |      0.0      |      0.0      |      0.0      |      0.0      |     183.0     |      0.0      |      0.0      |      6.0      |      8.0      |  0.508331695  |    111.194    |    0.245926   |    -4.29459   |    177.668    |
|      0.0      |      0.0      |      1.0      |      0.0      |      0.0      |      0.0      |      0.0      |  -0.002263939 |      0.0      |      11.0     |      22.0     |      0.0      |      0.0      |      -1.0     |      0.0      |     425.0     |      0.0      |      -1.0     |      1.0      |      3.0      |  0.063253042  |    28.8938    |    -5.52941   |    7.40173    |    441.708    |
|      0.0      |      3.0      |      0.0      |      0.0      |      0.0      |      1.0      |      0.0      |  -0.001866048 |      0.0      |      25.0     |      9.0      |      11.0     |      6.0      |      -1.0     |      0.0      |     891.0     |      4.0      |      -1.0     |      5.0      |      10.0     |  0.209290505  |    114.885    |    -4.2386    |    1.71384    |    535.892    |
|      0.0      |      2.0      |      0.0      |      0.0      |      0.0      |      1.0      |      0.0      |  -0.001895379 |      0.0      |      25.0     |      9.0      |      11.0     |      6.0      |      -1.0     |      0.0      |     858.0     |      4.0      |      -1.0     |      4.0      |      9.0      |  0.182776576  |    99.2687    |    -4.85051   |    2.74285    |    527.599    |
|      0.0      |      3.0      |      0.0      |      0.0      |      0.0      |      1.0      |      0.0      |  -0.001881949 |      0.0      |      25.0     |      9.0      |      11.0     |      6.0      |      -1.0     |      0.0      |     891.0     |      4.0      |      -1.0     |      5.0      |      10.0     |  0.205593067  |    114.672    |    -4.76657   |    1.82002    |    531.364    |
|      0.0      |      2.0      |      0.0      |      0.0      |      0.0      |      1.0      |      0.0      |  -0.001896777 |      0.0      |      25.0     |      9.0      |      11.0     |      6.0      |      -1.0     |      0.0      |     858.0     |      4.0      |      -1.0     |      4.0      |      9.0      |  0.181298455  |    99.2687    |    -4.83455   |    2.74285    |     527.21    |
|      0.0      |      2.0      |      0.0      |      0.0      |      0.0      |      1.0      |      0.0      |  -0.001888203 |      0.0      |      25.0     |      9.0      |      11.0     |      6.0      |      -1.0     |      0.0      |     858.0     |      4.0      |      -1.0     |      4.0      |      9.0      |   0.18423351  |    99.2687    |    -4.6098    |    2.75497    |    529.604    |
|      0.0      |      2.0      |      0.0      |      0.0      |      0.0      |      1.0      |      0.0      |  -0.001896777 |      0.0      |      25.0     |      9.0      |      11.0     |      6.0      |      -1.0     |      0.0      |     858.0     |      4.0      |      -1.0     |      4.0      |      9.0      |  0.181298455  |    99.2687    |    -4.83455   |    2.74285    |     527.21    |
|      1.0      |      5.0      |      1.0      |      0.0      |      0.0      |      0.0      |      0.0      |  -0.003581072 |      0.0      |      9.0      |      6.0      |      5.0      |      0.0      |      -1.0     |      0.0      |     403.0     |      1.0      |      -1.0     |      7.0      |      11.0     |  0.458366555  |    141.996    |    0.648266   |    -3.63953   |    279.246    |
|      0.0      |      3.0      |      0.0      |      0.0      |      0.0      |      0.0      |      1.0      |      0.0      |      0.0      |      7.0      |      7.0      |      2.0      |      2.0      |      0.0      |      0.0      |     844.0     |      3.0      |      0.0      |      6.0      |      14.0     |  0.371422456  |    156.172    |    -2.72145   |    -3.45149   |     407.91    |
